league,game,half,timestamp,type,anonymized,predicted_res_0
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,2321,,[PLAYER] ([TEAM]) jumps into a tackle and [REFEREE] blows his whistle for a foul.,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,2237,,"[PLAYER] ([TEAM]) has an effort from the edge of the area, but he skies the ball over the top.",[PLAYER] ([TEAM]) is about to take a corner kick.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,2233,corner,[PLAYER] ([TEAM]) quickly takes the corner kick with a short pass.,"[PLAYER] ([TEAM]) takes a short corner kick. He sends the ball into the box, but the opposition's defence is ready and easily intercepts."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,2213,,The defence is alert as they clear a dangerous cross from [PLAYER] ([TEAM]). The ball goes out for a corner. [TEAM] can continue in their attacking effort.,The corner from [PLAYER] ([TEAM]) is headed well over by an opposing player.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,2108,,"[PLAYER] sprays a pass out to [PLAYER] ([TEAM]), but he produces a poor effort from inside the box which goes well wide of the left post.","[PLAYER] ([TEAM]) sends a cross into the box, but it's too short for any of his teammates. The ball goes out of play and [TEAM] will have a goal kick."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1965,substitution,[COACH] has decided to substitute [PLAYER] and he is replaced by [PLAYER] ([TEAM]).,[PLAYER] ([TEAM]) was trying to get to the ball but clattered into the legs of the opponent as well. [REFEREE] blows his whistle for an infringement.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1957,substitution,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].,[PLAYER] ([TEAM]) is penalised for holding. [REFEREE] makes a good decision. It's a free kick to [TEAM] in a good attacking position.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1917,,[PLAYER] ([TEAM]) jinks his way past two defenders and from the edge of the box has an effort which goes just over the bar.,[COACH] has decided to make a change. [PLAYER] ([TEAM]) replaces [PLAYER].
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1911,corner,"[PLAYER] ([TEAM]) sends in the corner, but fails to find the head of any of his teammates, allowing the defence to clear.",[COACH] has decided to make a change. [PLAYER] ([TEAM]) on for [PLAYER].
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1890,,"[PLAYER] ([TEAM]) pulls the trigger and strikes the ball towards goal from long-range, but his effort is blocked by one of the defenders. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal.",[PLAYER] ([TEAM]) receives a precise pass inside the penalty area and unleashes a shot which goes just wide of the right post. The ball is off of the pitch and it's a goal kick for [TEAM].
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1757,,[REFEREE] blows his whistle for a foul after [PLAYER] ([TEAM]) hacks down one of his opponents. A free kick is awarded to [TEAM].,[REFEREE] blows his whistle after [PLAYER] ([TEAM]) kicks an opponent's legs instead of the ball.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1735,,"[PLAYER] ([TEAM]) sends a pass into the box, but his attempt is thwarted and cleared.",[REFEREE] blows his whistle after [PLAYER] ([TEAM]) kicks an opponent after the ball goes out of play.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1631,,A brilliant individual effort! [PLAYER] ([TEAM]) tricks his way past challenges into the box and drags his shot narrowly wide of the right post.,"[PLAYER] ([TEAM]) latches on to a precise pass inside the box and unleashes a shot towards goal, but [PLAYER] makes a great save to deny him."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1551,y-card,[PLAYER] ([TEAM]) receives a yellow card from the referee for dissent.,[PLAYER] ([TEAM]) gives away a foul for a clumsy challenge. Referee [REFEREE] saw the whole situation.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1550,,Flag goes up against [PLAYER] ([TEAM]) and the referee blows his whistle for offside.,"[PLAYER] ([TEAM]) sends a cross into the box, but it's too close to [PLAYER], who averts the danger."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1421,,[PLAYER] ([TEAM]) is able to continue to play.,"The substitution is prepared. [PLAYER] ([TEAM]) joins the action as a substitute, replacing [PLAYER]."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1385,,The ball has crossed the sideline. [TEAM] are taking a throw-in.,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1361,injury,[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1352,,[PLAYER] ([TEAM]) receives a precise pass on the edge of the box and shoots. His poorly placed shot flies well wide of the left post.,[PLAYER] ([TEAM]) is having a really tough time right now. We are about to find out how serious his injury is.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1312,corner,"[TEAM] take the corner, but their hopes of scoring a goal end with a nice clearance by the defence.",[PLAYER] ([TEAM]) takes the corner but the opposition's defence is ready and it's clear the ball out of the play. The referee and one of his assistants signal for a corner kick to [TEAM].
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1292,,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger. Now [TEAM] have a corner.",[PLAYER] ([TEAM]) is about to take a corner kick.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1271,,[PLAYER] ([TEAM]) gives away a foul for a fierce tackle on an opponent.,[PLAYER] ([TEAM]) will take the corner.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1217,,"A pass by [PLAYER] ([TEAM]) ends up in no man's land, and the attacking effort comes to an end.",The resulting corner from [PLAYER] ([TEAM]) is cleared by the defence.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1128,,"[PLAYER] ([TEAM]) sends over a cross, but he can't find any teammate inside the box. Poor delivery.","[PLAYER] ([TEAM]) tries to find [PLAYER], but he overruns the pass and the ball goes out of play."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1062,,"[PLAYER] ([TEAM]) gets on the end of a cross from [PLAYER], but his shot goes a whisker wide of the left post.",[PLAYER] ([TEAM]) latches on the end of a pass and shoots! His effort from the edge of the box goes narrowly wide of the right post.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1043,,[TEAM] are seeing far more of the ball now.,[PLAYER] ([TEAM]) collects his rebound and has an effort! His shot from the edge of the box goes just wide of the left post. The ball goes out of play and [TEAM] will have a goal kick.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,879,substitution,The referee stops play so that a substitution can be made and [PLAYER] departs the field of play to be replaced by [PLAYER] ([TEAM]).,"[PLAYER] ([TEAM]) is clearly asking for trouble as he slides in and makes a challenge on his opponent, but he doesn't get in touch of the ball and the referee blows his whistle for an infringement."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,852,soccer-ball,"What a finish! [PLAYER] ([TEAM]) leaps high to meet a perfect cross from [PLAYER] and scores with a bullet header from around the penalty spot. His effort is planted precisely off the crossbar into the roof of the net, leaving [PLAYER] beaten. The score is now 1:3.",The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch so that [PLAYER] can be given a rest.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,761,corner,"[PLAYER] ([TEAM]) launches a powerful cross from the corner into the box, but the ball is intercepted by the defender.","[PLAYER] ([TEAM]) looks to break free, but an opposing player clears the ball away. The ball goes out of play and [TEAM] will have a goal kick."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,739,,"[PLAYER] ([TEAM]) stands over the free kick and opts to take it himself, sending the ball towards the bottom right corner only for [PLAYER] to dive and make a save. The ball goes out of play. [TEAM] are awarded a corner kick.",The resulting corner from [PLAYER] ([TEAM]) is cleared by the defence.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,724,,[PLAYER] ([TEAM]) should know this behaviour is beyond the rules. He was too careless with his challenge and left [REFEREE] no option but to blow his whistle. [TEAM] are given an advantage. They have a free kick.,"[PLAYER] ([TEAM]) attempts to find one of his teammates with a cross from the free kick, but the ball goes out of play off the corner flag. [TEAM] will have a chance to score from a corner kick."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,702,corner,[PLAYER] ([TEAM]) decides to take a short corner instead of crossing into the box.,"[PLAYER] ([TEAM]) takes the resulting free kick from the edge of the box, but his shot goes over the crossbar. The ball goes out of play and [PLAYER] will take the resulting free kick from the edge of the box."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,670,,"[PLAYER] ([TEAM]) attempts to curl the ball over the defensive wall from the free kick, but his effort fails to reach the goal. The referee signals a corner kick to [TEAM].","[PLAYER] ([TEAM]) is clearly looking lost and only knows what to do to his opponents if he has the ball, but not how to receive it from his teammate if he has to make a one-two with him."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,633,substitution,[PLAYER] will be replaced by [PLAYER] ([TEAM]).,[PLAYER] ([TEAM]) is about to take a corner kick.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,538,r-card,"[PLAYER] ([TEAM]) is sent off! Several teammates attempts to argue with the referee, but the decision has been made - it's beyond the point of no return.",[PLAYER] ([TEAM]) is going to take the penalty kick.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,535,,[PLAYER] ([TEAM]) is penalised for holding. [REFEREE] signals a set piece.,[PLAYER] ([TEAM]) is forced to leave the pitch and he is replaced by [PLAYER].
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,356,,[PLAYER] ([TEAM]) commits a foul after unfairly battling his opponent for the ball.,[PLAYER] ([TEAM]) is going to take the penalty!
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,331,corner,[PLAYER] ([TEAM]) will deliver the ball into the penalty box from a corner kick.,The corner from [PLAYER] ([TEAM]) is intercepted by the defence. The referee and one of his assistants signal a corner kick to [TEAM].
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,315,,[PLAYER] ([TEAM]) gets on the end of a pass on the edge of the box but his shot is blocked. The referee points to the corner flag. It's a corner to [TEAM].,[PLAYER] ([TEAM]) tries to slide the ball through to a teammate but it's well blocked by a defender. [TEAM] have been awarded a corner kick.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,272,,[PLAYER] ([TEAM]) was too forceful with his tackle and [REFEREE] interrupted the game to signal a free kick. [TEAM] have a free kick.,[REFEREE] interrupts the game for a tactical foul by [PLAYER] ([TEAM]). [TEAM] win a free kick.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,248,,[PLAYER] ([TEAM]) races towards goal but the defender gets back well to make a challenge.,[REFEREE] interrupts the game for a tactical foul by [PLAYER] ([TEAM]).
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,140,corner,The corner from [PLAYER] ([TEAM]) is hurriedly cleared.,"[PLAYER] ([TEAM]) slaloms his way past challenges, but an opposing player does well to get the ball away."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,119,,"[PLAYER] ([TEAM]) delivers a fine lofted cross into the penalty area, but it's cleared by an opposing player. The referee and one of his assistants signal for a corner kick to [TEAM].","[PLAYER] ([TEAM]) looks to break free, but an opposing player clears the ball away. The referee points to the corner flag. It's a corner to [TEAM]."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,92,,[PLAYER] ([TEAM]) launches into a thunderous tackle on his opponent and the referee blows his whistle for a foul.,"[PLAYER] ([TEAM]) tries to slide the ball through to a teammate, but it's well blocked by a defender. The ball is off of the pitch and it's a goal kick for [TEAM]."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,59,,The ball is behind the touchline and [TEAM] will take a throw-in.,The foul by [PLAYER] ([TEAM]) was seen by [REFEREE] who didn't hesitate to blow the whistle.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1,whistle,The second half has just started.,The players are back out on the pitch following the half-time break and the second half is about to start.
italy_serie-a_2016-2017,2017-05-20 - 21-45 Napoli 4 - 1 Fiorentina,2,606,corner,"[PLAYER] ([TEAM]) swings in the corner, but fails to find any of his teammates. One of the defenders reacts superbly to get it clear.",[REFEREE] blows his whistle after [PLAYER] ([TEAM]) kicks an opponent's legs instead of the ball.
italy_serie-a_2016-2017,2016-12-04 - 17-00 Lazio 0 - 2 AS Roma,2,1,whistle,The game restarts for the second half.,[PLAYER] ([TEAM]) is offside and the linesman raises his flag.
spain_laliga_2016-2017,2016-12-18 - 22-45 Barcelona 4 - 1 Espanyol,2,260,,"[PLAYER] ([TEAM]) darts into the penalty area to latch on to a pass, and he unleashes a low shot in the direction of the left post. [PLAYER] is alert and denies him with a nice save. The referee blows his whistle, [TEAM] are awarded a corner kick.",The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The ball is out of play. [TEAM] have been awarded a corner kick.
