game,timestamp,type,anonymized,predicted_res_0
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,2749,y-card,[PLAYER] ([TEAM]) gets a yellow card. The referee [REFEREE] made the right call.,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1347,injury,[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.,[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1321,,[PLAYER] ([TEAM]) receives a precise pass on the edge of the box and shoots. His poorly placed shot flies well wide of the left post.,"[PLAYER] ([TEAM]) swings in the corner, but fails to find any of his teammates. One of the defenders reacts superbly to clear the danger."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1310,corner,"[TEAM] take the corner, but their hopes of scoring a goal end with a nice clearance by the defence.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1275,,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger. Now [TEAM] have a corner.",[PLAYER] ([TEAM]) fails to find any of his teammates inside the box as his pass is blocked. The ball goes out of play and [TEAM] will have a goal kick.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1253,,[PLAYER] ([TEAM]) gives away a foul for a fierce tackle on an opponent.,The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1202,,"A pass by [PLAYER] ([TEAM]) ends up in no man's land, and the attacking effort comes to an end.","A pass by [PLAYER] ([TEAM]) ends up in no man's land, and the attacking effort comes to an end."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1115,,"[PLAYER] ([TEAM]) sends over a cross, but he can't find any teammate inside the box. Poor delivery.","[PLAYER] ([TEAM]) sends a lofted cross into the box, but he can't find any of his teammates. The ball goes out of play and [TEAM] will have a goal kick."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1045,,"[PLAYER] ([TEAM]) gets on the end of a cross from [PLAYER], but his shot goes a whisker wide of the left post.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,858,substitution,The referee stops play so that a substitution can be made and [PLAYER] departs the field of play to be replaced by [PLAYER] ([TEAM]).,The referee stops play so that a substitution can be made and [PLAYER] departs the field of play to be replaced by [PLAYER] ([TEAM]).
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,813,soccer-ball,"What a finish! [PLAYER] ([TEAM]) leaps high to meet a perfect cross from [PLAYER] and scores with a bullet header from around the penalty spot. His effort is planted precisely off the crossbar into the roof of the net, leaving [PLAYER] beaten. The score is now 1:3.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,747,corner,"[PLAYER] ([TEAM]) launches a powerful cross from the corner into the box, but the ball is intercepted by the defender.","[PLAYER] ([TEAM]) swings in the corner, but one of the defending players gets a head on it and intercepts."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,724,,"[PLAYER] ([TEAM]) stands over the free kick and opts to take it himself, sending the ball towards the bottom right corner only for [PLAYER] to dive and make a save. The ball goes out of play. [TEAM] are awarded a corner kick.","[PLAYER] ([TEAM]) takes the resulting free kick from the edge of the box, but his shot is blocked by the defensive wall."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,676,,[PLAYER] ([TEAM]) should know this behaviour is beyond the rules. He was too careless with his challenge and left [REFEREE] no option but to blow his whistle. [TEAM] are given an advantage. They have a free kick.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play and [TEAM] will have a goal kick."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,649,corner,[PLAYER] ([TEAM]) decides to take a short corner instead of crossing into the box.,[PLAYER] ([TEAM]) goes over to take a corner kick after one of the defenders makes a good clearance.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,624,,"[PLAYER] ([TEAM]) attempts to curl the ball over the defensive wall from the free kick, but his effort fails to reach the goal. The referee signals a corner kick to [TEAM].",[PLAYER] ([TEAM]) gets to the ball from the resulting corner but his header is blocked. The ball is out of play. A goal-scoring opportunity from a corner for [TEAM].
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,607,substitution,[PLAYER] will be replaced by [PLAYER] ([TEAM]).,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,502,r-card,"[PLAYER] ([TEAM]) is sent off! Several teammates attempts to argue with the referee, but the decision has been made - it's beyond the point of no return.",[PLAYER] ([TEAM]) can't expect anything else than a yellow card for his hard tackle. And a yellow it is. [REFEREE] didn't think twice about pulling it out of his pocket.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,492,,[PLAYER] ([TEAM]) is penalised for holding. [REFEREE] signals a set piece.,[PLAYER] ([TEAM]) fails to find any of his teammates inside the box as his pass is blocked. The ball goes out of play and [TEAM] have been awarded a corner kick.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,330,,[PLAYER] ([TEAM]) commits a foul after unfairly battling his opponent for the ball.,[PLAYER] ([TEAM]) fails to find any of his teammates inside the box as his pass is blocked. The ball goes out of play. [TEAM] are awarded a corner kick.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,323,corner,[PLAYER] ([TEAM]) will deliver the ball into the penalty box from a corner kick.,"[PLAYER] ([TEAM]) swings in the corner kick, but one of the defenders leaps highest to head the ball away."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,299,,[PLAYER] ([TEAM]) gets on the end of a pass on the edge of the box but his shot is blocked. The referee points to the corner flag. It's a corner to [TEAM].,[PLAYER] ([TEAM]) whips the ball in from the corner but one of the defenders is first to the ball and clears it to safety. The ball goes out for a corner. [TEAM] will have an opportunity to threaten the opposition's goal.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,256,,[PLAYER] ([TEAM]) was too forceful with his tackle and [REFEREE] interrupted the game to signal a free kick. [TEAM] have a free kick.,[PLAYER] ([TEAM]) gives away a foul for a clumsy challenge. Referee [REFEREE] saw the whole situation.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,225,,[PLAYER] ([TEAM]) races towards goal but the defender gets back well to make a challenge.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,123,corner,The corner from [PLAYER] ([TEAM]) is hurriedly cleared.,"[PLAYER] ([TEAM]) swings in the corner, but one of the defending players gets a head on it and intercepts."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,98,,"[PLAYER] ([TEAM]) delivers a fine lofted cross into the penalty area, but it's cleared by an opposing player. The referee and one of his assistants signal for a corner kick to [TEAM].","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,64,,[PLAYER] ([TEAM]) launches into a thunderous tackle on his opponent and the referee blows his whistle for a foul.,"[PLAYER] ([TEAM]) attempts to find one of his teammates with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play and [TEAM] will have a goal kick."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,45,,The ball is behind the touchline and [TEAM] will take a throw-in.,"[PLAYER] ([TEAM]) takes the corner, but the opposition's defence is ready and clears the ball to safety."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,2,1,whistle,The second half has just started.,The players are back out on the pitch following the half-time break and the second half is about to start.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,1,2665,,[REFEREE] has a clear sight and sees a foul from [PLAYER] ([TEAM]).,"[PLAYER] ([TEAM]) whips the ball in, but it fails to reach any of his teammates as the opposition's defence averts the threat."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,1,2499,soccer-ball,Goal - 1:3! [PLAYER] ([TEAM]) gets a shot away from the edge of the box and scores into the bottom left corner. [PLAYER] provided an assist for the goal.,Goal! [PLAYER] ([TEAM]) was in the right place at the right time to get to the rebound inside the box and send the ball into the back of the net. 1:1.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,1,2348,,Golden chance! [PLAYER] ([TEAM]) meets a cross in the box and finds some space for a shot. He produces an inaccurate effort that goes wide of the right post. The ball is off of the pitch and it's a goal kick for [TEAM].,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,1,2294,,"[PLAYER] ([TEAM]) latched on to a good low pass and attempted to surprise the goalkeeper with a snap shot, but the ball skewed off his foot flew well over the bar.","A pass by [PLAYER] ([TEAM]) ends up in no man's land, and the attacking effort comes to an end."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,1,2280,,"[PLAYER] ([TEAM]) serves up a nice cross, but [PLAYER] punches the ball away.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,1,2221,corner,[PLAYER] ([TEAM]) takes the corner but fails to find any of his teammates.,[PLAYER] ([TEAM]) goes over to take the corner kick and it looks like he will swing the ball into the penalty box.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,1,2198,,[PLAYER] ([TEAM]) takes the free kick but it is cleared by the first defender. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,1,2157,y-card,[PLAYER] ([TEAM]) can't expect anything else than a yellow card for his hard tackle. And a yellow it is. [REFEREE] didn't think twice about pulling it out of his pocket.,The referee stops play so that a substitution can be made and [PLAYER] departs the field of play to be replaced by [PLAYER] ([TEAM]).
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,1,2091,soccer-ball,"Goal! [PLAYER] displays great vision and sends a pass to [PLAYER] ([TEAM]), who shows brilliant composure inside the box to bury the ball into the back of the net. The score is 1:2.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,1,2064,,"[PLAYER] ([TEAM]) flights in the cross, but the defender is alert and clears to safety.",The linesman raises his flag. [PLAYER] ([TEAM]) is adjudged offside.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,1,2022,,[TEAM] exchange some short passes over a small area and control the game. Now they make a mistake and lose the ball and the whole situation changes completely.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,1,1870,,"[PLAYER] ([TEAM]) dribbled past his opponents before finding himself in a great position to strike. His attempt from just outside of the box went towards the bottom right corner, but it wasn't dangerous and [PLAYER] made a comfortable save.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,1,1751,soccer-ball,Goal! [PLAYER] ([TEAM]) scores after an assist by [PLAYER] that allowed him to tap in the ball into an empty net. The score is 0:2.,Goal! [PLAYER] ([TEAM]) was in the right place at the right time to get to the rebound inside the box and send the ball into the back of the net. 1:0.
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,1,1734,corner,The resulting corner from [PLAYER] ([TEAM]) comes to nothing.,"[PLAYER] ([TEAM]) takes the corner, but the opposition's defence is ready and clears the ball to safety."
england_epl_2015-2016,2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,1,1693,,A pass from [PLAYER] ([TEAM]) is intercepted by [PLAYER] and the move breaks down. The ball is out of play. [TEAM] will have a chance to score from a corner.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball is out of play. [TEAM] will have a chance to score from a corner."
